"01000","Alor Redeh","Kangar","PLS"
"01000","Alor Tok Terang","Kangar","PLS"
"01000","Bohor Gelam","Kangar","PLS"
"01000","Jalan Abi Tok Hashim","Kangar","PLS"
"01000","Jalan Alor Sena","Kangar","PLS"
"01000","Jalan Arau","Kangar","PLS"
"01000","Jalan Besar Kangar","Kangar","PLS"
"01000","Jalan Bohor Guncar","Kangar","PLS"
"01000","Jalan Bukit Meranti","Kangar","PLS"
"01000","Jalan Home Guard","Kangar","PLS"
"01000","Jalan Hospital","Kangar","PLS"
"01000","Jalan Jubli Perak","Kangar","PLS"
"01000","Jalan Kaki Bukit (Batu 4 1/2)","Kangar","PLS"
"01000","Jalan Kampung Wan Abdullah","Kangar","PLS"
"01000","Jalan Kangar","Kangar","PLS"
"01000","Jalan Kurung Batang","Kangar","PLS"
"01000","Jalan Masjid Lama","Kangar","PLS"
"01000","Jalan Medan Kangar","Kangar","PLS"
"01000","Jalan Padang Bohor","Kangar","PLS"
"01000","Jalan Panglima","Kangar","PLS"
"01000","Jalan Pegawai","Kangar","PLS"
"01000","Jalan Penjara","Kangar","PLS"
"01000","Jalan Raja Muda","Kangar","PLS"
"01000","Jalan Raja Syed Alwi","Kangar","PLS"
"01000","Jalan Raja Syed Saffi","Kangar","PLS"
"01000","Jalan Santan (Km 5)","Kangar","PLS"
"01000","Jalan Seruling","Kangar","PLS"
"01000","Jalan Syed Omar","Kangar","PLS"
"01000","Jalan Taman Bunga Padi","Kangar","PLS"
"01000","Jalan Teluk Kacang","Kangar","PLS"
"01000","Jalan Tok Kandang","Kangar","PLS"
"01000","Jalan Tun Razak","Kangar","PLS"
"01000","Jejawi","Kangar","PLS"
"01000","Kampung Abi Batas Paip","Kangar","PLS"
"01000","Kampung Abi Padang Machang","Kangar","PLS"
"01000","Kampung Abi Pokok Asam","Kangar","PLS"
"01000","Kampung Abi Tok Hashim","Kangar","PLS"
"01000","Kampung Alor Ara","Kangar","PLS"
"01000","Kampung Alor Dalam","Kangar","PLS"
"01000","Kampung Alor Kabong","Kangar","PLS"
"01000","Kampung Alor Lanchang","Kangar","PLS"
"01000","Kampung Alor Marus","Kangar","PLS"
"01000","Kampung Alor Pulai","Kangar","PLS"
"01000","Kampung Alor Redeh","Kangar","PLS"
"01000","Kampung Alor Sena","Kangar","PLS"
"01000","Kampung Alor","Kangar","PLS"
"01000","Kampung Aman","Kangar","PLS"
"01000","Kampung Asam 6","Kangar","PLS"
"01000","Kampung Aur","Kangar","PLS"
"01000","Kampung Bakau","Kangar","PLS"
"01000","Kampung Bakong (Jejawi)","Kangar","PLS"
"01000","Kampung Baroh","Kangar","PLS"
"01000","Kampung Baru Santan","Kangar","PLS"
"01000","Kampung Baru","Kangar","PLS"
"01000","Kampung Batu 3.5 (Jalan Kaki Bukit)","Kangar","PLS"
"01000","Kampung Batu Pahat","Kangar","PLS"
"01000","Kampung Behor Cicar","Kangar","PLS"
"01000","Kampung Behor Empiang","Kangar","PLS"
"01000","Kampung Behor Inai","Kangar","PLS"
"01000","Kampung Behor Janggus","Kangar","PLS"
"01000","Kampung Behor Kebal","Kangar","PLS"
"01000","Kampung Behor Pulai","Kangar","PLS"
"01000","Kampung Behor Temak","Kangar","PLS"
"01000","Kampung Belangga Pudak","Kangar","PLS"
"01000","Kampung Belat Santan","Kangar","PLS"
"01000","Kampung Belukar (Kangar)","Kangar","PLS"
"01000","Kampung Bendang Baru","Kangar","PLS"
"01000","Kampung Binjal","Kangar","PLS"
"01000","Kampung Bintong","Kangar","PLS"
"01000","Kampung Bohor Chichar","Kangar","PLS"
"01000","Kampung Bohor Gandil","Kangar","PLS"
"01000","Kampung Bohor Gelam","Kangar","PLS"
"01000","Kampung Bohor Goncar","Kangar","PLS"
"01000","Kampung Bohor Inai","Kangar","PLS"
"01000","Kampung Bohor Temak","Kangar","PLS"
"01000","Kampung Bukit Besi Hangit","Kangar","PLS"
"01000","Kampung Bukit Kecil","Kangar","PLS"
"01000","Kampung Bunga Pudak","Kangar","PLS"
"01000","Kampung Dagang","Kangar","PLS"
"01000","Kampung Dasri","Kangar","PLS"
"01000","Kampung Datuk","Kangar","PLS"
"01000","Kampung Guar Syed Alwi","Kangar","PLS"
"01000","Kampung Guar Ujung Batu","Kangar","PLS"
"01000","Kampung Gunong","Kangar","PLS"
"01000","Kampung Guru","Kangar","PLS"
"01000","Kampung Haji Daud","Kangar","PLS"
"01000","Kampung Hutan Buluh","Kangar","PLS"
"01000","Kampung Hutan Melintang","Kangar","PLS"
"01000","Kampung Jarak","Kangar","PLS"
"01000","Kampung Jejawi Dalam","Kangar","PLS"
"01000","Kampung Jejawi Sematang","Kangar","PLS"
"01000","Kampung Kechor","Kangar","PLS"
"01000","Kampung Keranji","Kangar","PLS"
"01000","Kampung Kota Keran","Kangar","PLS"
"01000","Kampung Kota Ulu","Kangar","PLS"
"01000","Kampung Kota","Kangar","PLS"
"01000","Kampung Kubang Arang","Kangar","PLS"
"01000","Kampung Kubang Badak","Kangar","PLS"
"01000","Kampung Kubang Cekuang","Kangar","PLS"
"01000","Kampung Kubang Gajah","Kangar","PLS"
